,Unnamed: 0,START_DATE,END_DATE,START,STOP,MILES,date,time,day-night,DAY,CATEGORY_Business,CATEGORY_Personal,PURPOSE_Airport/Travel,PURPOSE_Between Offices,PURPOSE_Charity ($),PURPOSE_Commute,PURPOSE_Customer Visit,PURPOSE_Errand/Supplies,PURPOSE_Meal/Entertain,PURPOSE_Meeting,PURPOSE_Moving,PURPOSE_NOT,PURPOSE_Temporary Site,MONTH
112,114,2016-02-16 16:34:00,2016-02-16 17:10:00,Colombo,Colombo,6.0,2016-02-16,16.0,Evening,Tues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb
113,115,2016-02-16 17:17:00,2016-02-16 17:26:00,Colombo,Nugegoda,1.1,2016-02-16,17.0,Evening,Tues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Feb
114,116,2016-02-16 17:40:00,2016-02-16 17:44:00,Nugegoda,Unknown Location,3.6,2016-02-16,17.0,Evening,Tues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Feb
115,117,2016-02-17 13:18:00,2016-02-17 14:04:00,Unknown Location,Colombo,14.7,2016-02-17,13.0,Afternoon,Wed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Feb
116,118,2016-02-17 15:17:00,2016-02-17 15:22:00,Colombo,Colombo,1.7,2016-02-17,15.0,Afternoon,Wed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Feb
117,119,2016-02-17 15:33:00,2016-02-17 16:17:00,Colombo,Katunayaka,21.4,2016-02-17,15.0,Afternoon,Wed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Feb
118,120,2016-02-17 16:38:00,2016-02-17 16:43:00,Katunayaka,Katunayaka,0.5,2016-02-17,16.0,Evening,Wed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Feb
119,121,2016-02-18 08:19:00,2016-02-18 08:27:00,Unknown Location,Unknown Location,23.5,2016-02-18,8.0,Morning,Thus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Feb
120,122,2016-02-18 14:03:00,2016-02-18 14:45:00,Unknown Location,Islamabad,12.7,2016-02-18,14.0,Afternoon,Thus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Feb
121,123,2016-02-18 15:16:00,2016-02-18 15:31:00,Islamabad,Unknown Location,6.0,2016-02-18,15.0,Afternoon,Thus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Feb
122,124,2016-02-18 18:44:00,2016-02-18 18:58:00,Unknown Location,Islamabad,5.2,2016-02-18,18.0,Evening,Thus,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Feb
123,125,2016-02-18 19:27:00,2016-02-18 20:08:00,Islamabad,Unknown Location,10.0,2016-02-18,19.0,Evening,Thus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Feb
124,126,2016-02-19 09:02:00,2016-02-19 09:14:00,Unknown Location,Unknown Location,18.3,2016-02-19,9.0,Morning,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Feb
125,127,2016-02-19 09:21:00,2016-02-19 09:51:00,Unknown Location,Unknown Location,11.2,2016-02-19,9.0,Morning,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Feb
126,128,2016-02-19 10:21:00,2016-02-19 10:48:00,Unknown Location,Islamabad,7.6,2016-02-19,10.0,Morning,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Feb
127,129,2016-02-19 11:20:00,2016-02-19 11:26:00,Islamabad,Islamabad,1.5,2016-02-19,11.0,Afternoon,Fri,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb
128,130,2016-02-19 11:45:00,2016-02-19 11:50:00,Islamabad,Islamabad,1.0,2016-02-19,11.0,Afternoon,Fri,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb
129,131,2016-02-19 12:09:00,2016-02-19 12:27:00,Islamabad,Unknown Location,7.3,2016-02-19,12.0,Afternoon,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Feb
130,132,2016-02-19 16:26:00,2016-02-19 16:45:00,Unknown Location,Islamabad,3.5,2016-02-19,16.0,Evening,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb
131,133,2016-02-19 17:09:00,2016-02-19 17:20:00,Islamabad,Islamabad,4.2,2016-02-19,17.0,Evening,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb
132,134,2016-02-19 20:08:00,2016-02-19 20:30:00,Islamabad,Unknown Location,13.6,2016-02-19,20.0,Night,Fri,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb
133,135,2016-02-19 20:34:00,2016-02-19 20:51:00,Unknown Location,Unknown Location,2.5,2016-02-19,20.0,Night,Fri,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb
134,136,2016-02-20 07:59:00,2016-02-20 08:32:00,Unknown Location,Islamabad,14.4,2016-02-20,7.0,Morning,Sat,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb
135,137,2016-02-20 10:48:00,2016-02-20 10:56:00,Islamabad,Islamabad,3.0,2016-02-20,10.0,Morning,Sat,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb
136,138,2016-02-20 11:45:00,2016-02-20 11:53:00,Islamabad,Islamabad,1.5,2016-02-20,11.0,Afternoon,Sat,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb
137,139,2016-02-20 12:41:00,2016-02-20 13:17:00,Islamabad,R?walpindi,18.4,2016-02-20,12.0,Afternoon,Sat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb
138,140,2016-02-20 14:50:00,2016-02-20 15:54:00,R?walpindi,R?walpindi,23.1,2016-02-20,14.0,Afternoon,Sat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Feb
139,141,2016-02-20 16:59:00,2016-02-20 17:54:00,R?walpindi,Unknown Location,16.5,2016-02-20,16.0,Evening,Sat,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb
140,142,2016-02-20 18:00:00,2016-02-20 18:03:00,Unknown Location,Unknown Location,3.2,2016-02-20,18.0,Evening,Sat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Feb
141,143,2016-02-20 19:28:00,2016-02-20 19:49:00,Unknown Location,Unknown Location,7.7,2016-02-20,19.0,Evening,Sat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Feb
142,144,2016-02-21 09:07:00,2016-02-21 09:46:00,Unknown Location,Islamabad,14.5,2016-02-21,9.0,Morning,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb
143,145,2016-02-21 11:39:00,2016-02-21 11:43:00,Unknown Location,Islamabad,2.4,2016-02-21,11.0,Afternoon,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Feb
144,146,2016-02-21 11:47:00,2016-02-21 12:01:00,Islamabad,Islamabad,4.6,2016-02-21,11.0,Afternoon,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Feb
145,147,2016-02-21 12:13:00,2016-02-21 12:35:00,Islamabad,Unknown Location,8.8,2016-02-21,12.0,Afternoon,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Feb
146,148,2016-02-21 12:51:00,2016-02-21 13:12:00,Unknown Location,Unknown Location,8.3,2016-02-21,12.0,Afternoon,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Feb
147,149,2016-02-21 13:33:00,2016-02-21 14:30:00,Unknown Location,Unknown Location,22.7,2016-02-21,13.0,Afternoon,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Feb
148,150,2016-02-21 14:36:00,2016-02-21 15:03:00,Unknown Location,Islamabad,13.0,2016-02-21,14.0,Afternoon,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Feb
149,151,2016-02-21 15:14:00,2016-02-21 15:31:00,Islamabad,Noorpur Shahan,8.1,2016-02-21,15.0,Afternoon,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Feb
150,152,2016-02-21 15:36:00,2016-02-21 15:41:00,Noorpur Shahan,Unknown Location,2.2,2016-02-21,15.0,Afternoon,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Feb
151,153,2016-02-21 16:04:00,2016-02-21 16:32:00,Unknown Location,Unknown Location,9.7,2016-02-21,16.0,Evening,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb
152,154,2016-02-21 23:15:00,2016-02-21 23:52:00,Unknown Location,R?walpindi,20.0,2016-02-21,23.0,Night,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Feb
153,155,2016-02-22 21:54:00,2016-02-22 22:09:00,Morrisville,Cary,8.1,2016-02-22,21.0,Night,Mon,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Feb
154,156,2016-02-24 14:30:00,2016-02-24 14:35:00,Whitebridge,Preston,1.5,2016-02-24,14.0,Afternoon,Wed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb
155,157,2016-02-24 15:19:00,2016-02-24 15:25:00,Preston,Whitebridge,1.7,2016-02-24,15.0,Afternoon,Wed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Feb
156,158,2016-02-25 16:27:00,2016-02-25 16:35:00,Whitebridge,Heritage Pines,3.1,2016-02-25,16.0,Evening,Thus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Feb
157,159,2016-02-25 16:47:00,2016-02-25 17:02:00,Heritage Pines,Whitebridge,3.2,2016-02-25,16.0,Evening,Thus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Feb
158,160,2016-02-25 17:16:00,2016-02-25 17:36:00,Whitebridge,Tanglewood,6.0,2016-02-25,17.0,Evening,Thus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Feb
159,161,2016-02-25 18:22:00,2016-02-25 18:39:00,Tanglewood,Whitebridge,5.8,2016-02-25,18.0,Evening,Thus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Feb
160,162,2016-02-26 09:06:00,2016-02-26 09:29:00,Whitebridge,Westpark Place,6.3,2016-02-26,9.0,Morning,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb
161,163,2016-02-26 11:05:00,2016-02-26 11:11:00,Westpark Place,Whitebridge,1.7,2016-02-26,11.0,Afternoon,Fri,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb
162,164,2016-02-26 11:35:00,2016-02-26 11:59:00,Cary,Durham,10.6,2016-02-26,11.0,Afternoon,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Feb
163,165,2016-02-26 13:01:00,2016-02-26 13:24:00,Durham,Cary,9.9,2016-02-26,13.0,Afternoon,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Feb
164,166,2016-02-26 14:38:00,2016-02-26 14:46:00,Whitebridge,Westpark Place,1.9,2016-02-26,14.0,Afternoon,Fri,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb
165,167,2016-02-26 15:00:00,2016-02-26 15:18:00,Westpark Place,Hazelwood,4.2,2016-02-26,15.0,Afternoon,Fri,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb
166,168,2016-02-26 17:01:00,2016-02-26 17:12:00,Hazelwood,Whitebridge,2.0,2016-02-26,17.0,Evening,Fri,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb
167,169,2016-02-28 05:22:00,2016-02-28 05:38:00,Whitebridge,Waverly Place,7.7,2016-02-28,5.0,Morning,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Feb
168,170,2016-02-28 09:26:00,2016-02-28 09:42:00,Waverly Place,Whitebridge,6.8,2016-02-28,9.0,Morning,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Feb
169,171,2016-02-29 11:07:00,2016-02-29 11:14:00,Whitebridge,Westpark Place,2.1,2016-02-29,11.0,Afternoon,Mon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb
170,172,2016-02-29 11:30:00,2016-02-29 11:40:00,Cary,Apex,3.8,2016-02-29,11.0,Afternoon,Mon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Feb
171,173,2016-02-29 12:36:00,2016-02-29 12:48:00,Apex,Cary,5.6,2016-02-29,12.0,Afternoon,Mon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Feb
172,174,2016-02-29 14:55:00,2016-02-29 15:03:00,Whitebridge,Hazelwood,2.6,2016-02-29,14.0,Afternoon,Mon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feb
173,175,2016-02-29 16:40:00,2016-02-29 17:00:00,Hazelwood,Whitebridge,6.6,2016-02-29,16.0,Evening,Mon,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Feb
174,176,2016-03-01 18:47:00,2016-03-01 19:10:00,Whitebridge,Wayne Ridge,8.0,2016-03-01,18.0,Evening,Tues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
175,177,2016-03-01 21:27:00,2016-03-01 21:45:00,Wayne Ridge,Whitebridge,8.0,2016-03-01,21.0,Night,Tues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mar
176,178,2016-03-03 09:45:00,2016-03-03 09:52:00,Whitebridge,Westpark Place,2.2,2016-03-03,9.0,Morning,Thus,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
177,179,2016-03-03 11:04:00,2016-03-03 11:10:00,Westpark Place,Whitebridge,2.3,2016-03-03,11.0,Afternoon,Thus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mar
178,180,2016-03-03 14:44:00,2016-03-03 14:58:00,Whitebridge,Northwoods,5.2,2016-03-03,14.0,Afternoon,Thus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
179,181,2016-03-03 15:27:00,2016-03-03 15:48:00,Cary,Raleigh,7.6,2016-03-03,15.0,Afternoon,Thus,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mar
180,182,2016-03-03 16:02:00,2016-03-03 16:42:00,Raleigh,Cary,17.3,2016-03-03,16.0,Evening,Thus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mar
181,183,2016-03-04 07:47:00,2016-03-04 08:06:00,Cary,Durham,9.9,2016-03-04,7.0,Morning,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mar
182,184,2016-03-04 09:46:00,2016-03-04 10:03:00,Durham,Cary,9.9,2016-03-04,9.0,Morning,Fri,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mar
183,185,2016-03-04 11:46:00,2016-03-04 12:06:00,Cary,Durham,10.4,2016-03-04,11.0,Afternoon,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mar
184,186,2016-03-04 13:03:00,2016-03-04 13:25:00,Durham,Cary,10.9,2016-03-04,13.0,Afternoon,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mar
185,187,2016-03-04 13:40:00,2016-03-04 14:09:00,Cary,Raleigh,15.7,2016-03-04,13.0,Afternoon,Fri,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mar
186,188,2016-03-04 15:56:00,2016-03-04 16:08:00,Raleigh,Raleigh,4.9,2016-03-04,15.0,Afternoon,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
187,189,2016-03-04 16:16:00,2016-03-04 16:22:00,Fayetteville Street,Depot Historic District,0.8,2016-03-04,16.0,Evening,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mar
188,190,2016-03-04 16:43:00,2016-03-04 17:12:00,Raleigh,Cary,13.5,2016-03-04,16.0,Evening,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mar
189,191,2016-03-04 19:02:00,2016-03-04 19:08:00,Cary,Morrisville,1.9,2016-03-04,19.0,Evening,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mar
190,192,2016-03-04 19:16:00,2016-03-04 19:25:00,Morrisville,Cary,2.0,2016-03-04,19.0,Evening,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
191,193,2016-03-05 11:44:00,2016-03-05 11:59:00,Cary,Morrisville,6.5,2016-03-05,11.0,Afternoon,Sat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
192,194,2016-03-05 12:57:00,2016-03-05 13:12:00,Weston,Weston,4.2,2016-03-05,12.0,Afternoon,Sat,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
193,195,2016-03-05 14:08:00,2016-03-05 14:18:00,Morrisville,Cary,3.5,2016-03-05,14.0,Afternoon,Sat,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
194,196,2016-03-05 14:39:00,2016-03-05 15:01:00,Whitebridge,Wayne Ridge,7.8,2016-03-05,14.0,Afternoon,Sat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
195,197,2016-03-05 16:52:00,2016-03-05 17:13:00,Cary,Morrisville,7.8,2016-03-05,16.0,Evening,Sat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
196,198,2016-03-05 17:23:00,2016-03-05 17:34:00,Morrisville,Cary,3.9,2016-03-05,17.0,Evening,Sat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
197,199,2016-03-07 09:10:00,2016-03-07 09:20:00,Whitebridge,Edgehill Farms,2.8,2016-03-07,9.0,Morning,Mon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mar
198,200,2016-03-07 09:23:00,2016-03-07 09:47:00,Cary,Raleigh,12.4,2016-03-07,9.0,Morning,Mon,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mar
199,201,2016-03-07 12:10:00,2016-03-07 12:26:00,Fayetteville Street,Meredith Townes,5.9,2016-03-07,12.0,Afternoon,Mon,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mar
200,202,2016-03-07 13:57:00,2016-03-07 14:18:00,Meredith Townes,Leesville Hollow,9.4,2016-03-07,13.0,Afternoon,Mon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mar
201,203,2016-03-07 15:19:00,2016-03-07 15:45:00,Raleigh,Cary,11.9,2016-03-07,15.0,Afternoon,Mon,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mar
202,204,2016-03-08 14:38:00,2016-03-08 14:55:00,Whitebridge,Waverly Place,7.2,2016-03-08,14.0,Afternoon,Tues,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mar
203,205,2016-03-08 15:35:00,2016-03-08 16:00:00,Waverly Place,Whitebridge,7.6,2016-03-08,15.0,Afternoon,Tues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
204,206,2016-03-08 16:13:00,2016-03-08 16:25:00,Whitebridge,Whitebridge,1.6,2016-03-08,16.0,Evening,Tues,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
205,207,2016-03-10 03:36:00,2016-03-10 03:53:00,Cary,Morrisville,8.4,2016-03-10,3.0,Morning,Thus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mar
206,208,2016-03-10 10:08:00,2016-03-10 10:37:00,East Austin,West University,12.8,2016-03-10,10.0,Morning,Thus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mar
207,209,2016-03-10 14:39:00,2016-03-10 14:55:00,West University,South Congress,2.3,2016-03-10,14.0,Afternoon,Thus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
208,210,2016-03-10 16:18:00,2016-03-10 16:28:00,South Congress,Arts District,1.6,2016-03-10,16.0,Evening,Thus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
209,211,2016-03-11 09:47:00,2016-03-11 09:59:00,The Drag,Congress Ave District,2.0,2016-03-11,9.0,Morning,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
210,212,2016-03-11 10:29:00,2016-03-11 10:36:00,Congress Ave District,Downtown,0.8,2016-03-11,10.0,Morning,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
211,213,2016-03-11 11:57:00,2016-03-11 12:04:00,Downtown,Red River District,1.2,2016-03-11,11.0,Afternoon,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
212,214,2016-03-11 13:43:00,2016-03-11 13:51:00,Red River District,Downtown,1.0,2016-03-11,13.0,Afternoon,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
213,215,2016-03-11 19:21:00,2016-03-11 19:35:00,South Congress,The Drag,2.1,2016-03-11,19.0,Evening,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
214,216,2016-03-12 09:13:00,2016-03-12 09:22:00,The Drag,South Congress,2.2,2016-03-12,9.0,Morning,Sat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
215,217,2016-03-12 18:27:00,2016-03-12 18:37:00,South Congress,The Drag,1.9,2016-03-12,18.0,Evening,Sat,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
216,218,2016-03-13 09:07:00,2016-03-13 09:37:00,The Drag,Convention Center District,5.7,2016-03-13,9.0,Morning,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
217,219,2016-03-13 18:23:00,2016-03-13 18:43:00,South Congress,North Austin,8.4,2016-03-13,18.0,Evening,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
218,220,2016-03-13 20:07:00,2016-03-13 20:28:00,Georgian Acres,The Drag,6.2,2016-03-13,20.0,Night,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
219,221,2016-03-13 20:39:00,2016-03-13 20:58:00,The Drag,North Austin,10.5,2016-03-13,20.0,Night,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
220,222,2016-03-13 21:11:00,2016-03-13 21:23:00,North Austin,Coxville,7.2,2016-03-13,21.0,Night,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
221,223,2016-03-13 22:19:00,2016-03-13 22:39:00,Coxville,The Drag,12.5,2016-03-13,22.0,Night,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
222,224,2016-03-14 08:34:00,2016-03-14 08:49:00,The Drag,South Congress,2.0,2016-03-14,8.0,Morning,Mon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mar
223,225,2016-03-14 18:39:00,2016-03-14 18:55:00,South Congress,The Drag,2.7,2016-03-14,18.0,Evening,Mon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
